Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           alloc_and_load_perturb_ipins [253]
                0.00    0.00       1/1           check_rr_graph [276]
                0.00    0.00       1/1           free_seg_details [301]
                0.00    0.00       1/1           free_sblock_pattern_lookup [300]
                0.00    0.00       1/1           free_type_pin_to_track_map [305]
                0.00    0.00       1/1           free_type_track_to_ipin_map [306]
-----------------------------------------------
                0.00    1.02       1/1           build_rr_graph [9]
[10]    16.7    0.00    1.02       1         alloc_and_load_rr_graph [10]
                0.02    0.47     110/110         build_rr_ychan [18]
                0.01    0.47     110/110         build_rr_xchan [19]
                0.00    0.04     144/144         build_unidir_rr_opins [29]
                0.00    0.00     144/144         build_rr_sinks_sources [71]
                0.00    0.00       1/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00     984/12629702     comp_bb_cost [51]
                0.93    0.00 12628718/12629702     try_swap [4]
[11]    15.2    0.93    0.00 12629702         get_non_updateable_bb [11]
-----------------------------------------------
                0.00    0.46   27588/55176       build_rr_xchan [19]
                0.00    0.46   27588/55176       build_rr_ychan [18]
[12]    15.1    0.00    0.93   55176         get_track_to_tracks [12]
                0.01    0.91   65868/65868       get_unidir_track_to_chan_seg [13]
                0.00    0.00  107976/166056      is_sbox [65]
                0.00    0.00   55176/18463104     get_seg_start [17]
                0.00    0.00   55176/18254940     get_seg_end [23]
-----------------------------------------------
                0.01    0.91   65868/65868       get_track_to_tracks [12]
[13]    15.1    0.01    0.91   65868         get_unidir_track_to_chan_seg [13]
                0.11    0.35   34980/68548       label_wire_muxes [14]
                0.03    0.42   30888/30888       label_wire_muxes_for_balance [20]
                0.00    0.00   65868/1421350     get_rr_node_index [40]
                0.00    0.00   65868/218668      insert_in_edge_list [84]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [62]
                0.01    0.02    2240/68548       get_unidir_opin_connections [30]
                0.10    0.31   30888/68548       label_wire_muxes_for_balance [20]
                0.11    0.35   34980/68548       get_unidir_track_to_chan_seg [13]
[14]    14.7    0.22    0.68   68548         label_wire_muxes [14]
                0.52    0.00 18096672/18463104     get_seg_start [17]
                0.16    0.00 18096672/18254940     get_seg_end [23]
                0.00    0.00   68548/383841      my_malloc [80]
-----------------------------------------------
                0.01    0.00  159989/25584958     comp_td_costs [63]
                0.81    0.00 25424969/25584958     comp_delta_td_cost [5]
[15]    13.4    0.82    0.00 25584958         comp_td_point_to_point_delay [15]
-----------------------------------------------
                0.61    0.00  848146/848146      try_swap [4]
[16]    10.0    0.61    0.00  848146         find_affected_nets [16]
-----------------------------------------------
                0.00    0.00   14520/18463104     build_rr_xchan [19]
                0.00    0.00   14520/18463104     build_rr_ychan [18]
                0.00    0.00   29040/18463104     is_cbox [67]
                0.00    0.00   29040/18463104     load_chan_rr_indices [68]
                0.00    0.00   55176/18463104     get_track_to_tracks [12]
                0.00    0.00   58080/18463104     label_incoming_wires [66]
                0.00    0.00  166056/18463104     is_sbox [65]
                0.52    0.00 18096672/18463104     label_wire_muxes [14]
[17]     8.7    0.53    0.00 18463104         get_seg_start [17]
-----------------------------------------------
                0.02    0.47     110/110         alloc_and_load_rr_graph [10]
[18]     8.1    0.02    0.47     110         build_rr_ychan [18]
                0.00    0.46   27588/55176       get_track_to_tracks [12]
                0.01    0.00    7986/15972       get_track_to_ipins [50]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [55]
                0.00    0.00   14520/18463104     get_seg_start [17]
                0.00    0.00   14520/18254940     get_seg_end [23]
                0.00    0.00    7986/1421350     get_rr_node_index [40]
-----------------------------------------------
                0.01    0.47     110/110         alloc_and_load_rr_graph [10]
[19]     7.9    0.01    0.47     110         build_rr_xchan [19]
                0.00    0.46   27588/55176       get_track_to_tracks [12]
                0.01    0.00    7986/15972       get_track_to_ipins [50]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [55]
                0.00    0.00   14520/18463104     get_seg_start [17]
                0.00    0.00   14520/18254940     get_seg_end [23]
                0.00    0.00    7986/1421350     get_rr_node_index [40]
-----------------------------------------------
                0.03    0.42   30888/30888       get_unidir_track_to_chan_seg [13]
[20]     7.4    0.03    0.42   30888         label_wire_muxes_for_balance [20]
                0.10    0.31   30888/68548       label_wire_muxes [14]
                0.02    0.00 1176120/1421350     get_rr_node_index [40]
                0.00    0.00   30888/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00    1020/15637785     comp_bb_cost [51]
                0.33    0.00 15636765/15637785     try_swap [4]
[21]     5.4    0.33    0.00 15637785         get_net_cost [21]
-----------------------------------------------
                0.26    0.00  386965/386965      try_swap [4]
[22]     4.3    0.26    0.00  386965         update_td_cost [22]
-----------------------------------------------
                0.00    0.00   14520/18254940     build_rr_xchan [19]
                0.00    0.00   14520/18254940     build_rr_ychan [18]
                0.00    0.00   15972/18254940     get_track_to_ipins [50]
                0.00    0.00   55176/18254940     get_track_to_tracks [12]
                0.00    0.00   58080/18254940     label_incoming_wires [66]
                0.16    0.00 18096672/18254940     label_wire_muxes [14]
[23]     2.6    0.16    0.00 18254940         get_seg_end [23]
-----------------------------------------------
                0.11    0.04 3008047/3008047     try_swap [4]
[24]     2.5    0.11    0.04 3008047         update_bb [24]
                0.04    0.00  315164/315200      get_bb_from_scratch [32]
-----------------------------------------------
                0.00    0.07       1/1           compute_delay_lookup_tables [7]
[25]     1.1    0.00    0.07       1         compute_delta_arrays [25]
                0.00    0.02       1/1           compute_delta_io_to_io [38]
                0.00    0.02       1/1           compute_delta_io_to_fb [47]
                0.00    0.02       1/1           compute_delta_fb_to_io [48]
                0.00    0.01       1/1           compute_delta_fb_to_fb [49]
-----------------------------------------------
                0.00    0.01     100/477         compute_delta_fb_to_fb [49]
                0.00    0.02     119/477         compute_delta_fb_to_io [48]
                0.00    0.02     120/477         generic_compute_matrix [46]
                0.00    0.02     138/477         compute_delta_io_to_io [38]
[26]     1.1    0.00    0.07     477         assign_blocks_and_route_net [26]
                0.00    0.07     477/477         timing_driven_route_net [27]
                0.00    0.00     477/478         load_net_rr_terminals [73]
                0.00    0.00     477/478         assign_locations [119]
-----------------------------------------------
                0.00    0.07     477/477         assign_blocks_and_route_net [26]
[27]     1.1    0.00    0.07     477         timing_driven_route_net [27]
                0.00    0.06   19577/19577       timing_driven_expand_neighbours [28]
                0.01    0.00     477/477         empty_heap [59]
                0.00    0.00     477/477         add_route_tree_to_heap [72]
                0.00    0.00   22465/22465       get_heap_head [88]
                0.00    0.00   22465/220989      free_heap_data [83]
                0.00    0.00   19536/19536       add_to_mod_list [93]
                0.00    0.00     954/954         pathfinder_update_one_cost [112]
                0.00    0.00     477/479         free_traceback [118]
                0.00    0.00     477/477         heapsort [124]
                0.00    0.00     477/477         update_rr_base_costs [132]
                0.00    0.00     477/477         init_route_tree_to_source [125]
                0.00    0.00     477/477         mark_ends [128]
                0.00    0.00     477/477         update_traceback [133]
                0.00    0.00     477/477         update_route_tree [131]
                0.00    0.00     477/477         reset_path_costs [129]
                0.00    0.00     477/477         update_net_delays_from_route_tree [130]
                0.00    0.00     477/477         free_route_tree [122]
-----------------------------------------------
                0.00    0.06   19577/19577       timing_driven_route_net [27]
[28]     1.0    0.00    0.06   19577         timing_driven_expand_neighbours [28]
                0.02    0.02  222082/222559      get_timing_driven_expected_cost [33]
                0.01    0.00  222082/222082      get_rr_cong_cost [54]
                0.01    0.00  222082/222559      node_to_heap [53]
-----------------------------------------------
                0.00    0.04     144/144         alloc_and_load_rr_graph [10]
[29]     0.7    0.00    0.04     144         build_unidir_rr_opins [29]
                0.01    0.03    1120/1120        get_unidir_opin_connections [30]
                0.00    0.00    1120/17092       alloc_and_load_edges_and_switches [55]
                0.00    0.00    1120/1421350     get_rr_node_index [40]
-----------------------------------------------
                0.01    0.03    1120/1120        build_unidir_rr_opins [29]
[30]     0.7    0.01    0.03    1120         get_unidir_opin_connections [30]
                0.01    0.02    2240/68548       label_wire_muxes [14]
                0.00    0.00   73920/1421350     get_rr_node_index [40]
                0.00    0.00   73920/218668      insert_in_edge_list [84]
-----------------------------------------------
                0.03    0.01  848146/848146      try_swap [4]
[31]     0.7    0.03    0.01  848146         assess_swap [31]
                0.01    0.00  638248/638248      my_frand [52]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [51]
                0.04    0.00  315164/315200      update_bb [24]
[32]     0.7    0.04    0.00  315200         get_bb_from_scratch [32]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [72]
                0.02    0.02  222082/222559      timing_driven_expand_neighbours [28]
[33]     0.7    0.02    0.02  222559         get_timing_driven_expected_cost [33]
                0.02    0.00  217602/217602      get_expected_segs_to_target [41]
-----------------------------------------------
                0.02    0.02  869998/869998      try_swap [4]
[34]     0.6    0.02    0.02  869998         find_to [34]
                0.02    0.00 1755155/3022684     my_irand [35]
-----------------------------------------------
                0.00    0.00     138/3022684     initial_placement [78]
                0.01    0.00 1267391/3022684     try_swap [4]
                0.02    0.00 1755155/3022684     find_to [34]
[35]     0.5    0.03    0.00 3022684         my_irand [35]
-----------------------------------------------
                0.03    0.00     124/124         try_place [3]
[36]     0.5    0.03    0.00     124         load_net_slack [36]
                0.00    0.00     124/124         compute_net_slacks [166]
-----------------------------------------------
                0.03    0.00      15/15          try_place [3]
[37]     0.5    0.03    0.00      15         recompute_bb_cost [37]
-----------------------------------------------
                0.00    0.02       1/1           compute_delta_arrays [25]
[38]     0.3    0.00    0.02       1         compute_delta_io_to_io [38]
                0.00    0.02     138/477         assign_blocks_and_route_net [26]
-----------------------------------------------
                0.00    0.02       1/1           build_rr_graph [9]
[39]     0.3    0.00    0.02       1         rr_graph_externals [39]
                0.02    0.00       1/1           add_rr_graph_C_from_switches [43]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [74]
                0.00    0.00       1/1           alloc_and_load_rr_clb_source [79]
                0.00    0.00       1/478         load_net_rr_terminals [73]
                0.00    0.00       1/1           alloc_net_rr_terminals [268]
-----------------------------------------------
                0.00    0.00       6/1421350     alloc_and_load_rr_clb_source [79]
                0.00    0.00     264/1421350     get_delay_normalization_fac [76]
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [75]
                0.00    0.00     956/1421350     load_net_rr_terminals [73]
                0.00    0.00    1120/1421350     build_unidir_rr_opins [29]
                0.00    0.00    7980/1421350     build_rr_sinks_sources [71]
                0.00    0.00    7986/1421350     build_rr_xchan [19]
                0.00    0.00    7986/1421350     build_rr_ychan [18]
                0.00    0.00   65868/1421350     get_unidir_track_to_chan_seg [13]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [30]
                0.00    0.00   78880/1421350     get_track_to_ipins [50]
                0.02    0.00 1176120/1421350     label_wire_muxes_for_balance [20]
[40]     0.3    0.02    0.00 1421350         get_rr_node_index [40]
-----------------------------------------------
                0.02    0.00  217602/217602      get_timing_driven_expected_cost [33]
[41]     0.3    0.02    0.00  217602         get_expected_segs_to_target [41]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[42]     0.3    0.00    0.02       1         SetupVPR [42]
                0.00    0.02       1/1           read_netlist [44]
                0.00    0.00       1/1           SetupOperation [237]
                0.00    0.00       1/1           SetupPlacerOpts [238]
                0.00    0.00       1/1           SetupAnnealSched [235]
                0.00    0.00       1/1           SetupRouterOpts [239]
                0.00    0.00       1/1           XmlReadArch [248]
                0.00    0.00       1/1           SetupSwitches [241]
                0.00    0.00       1/1           SetupRoutingArch [240]
                0.00    0.00       1/1           SetupTiming [242]
                0.00    0.00       1/1           my_srandom [316]
                0.00    0.00       1/1           load_subblock_info_to_type [315]
                0.00    0.00       1/1           check_netlist [275]
                0.00    0.00       1/1           InitArch [223]
-----------------------------------------------
                0.02    0.00       1/1           rr_graph_externals [39]
[43]     0.3    0.02    0.00       1         add_rr_graph_C_from_switches [43]
                0.00    0.00   78880/78880       seg_index_of_cblock [85]
                0.00    0.00   65868/65868       seg_index_of_sblock [86]
                0.00    0.00       3/171         my_calloc [156]
-----------------------------------------------
                0.00    0.02       1/1           SetupVPR [42]
[44]     0.3    0.00    0.02       1         read_netlist [44]
                0.02    0.00       1/1           sync_nets_to_blocks [45]
                0.00    0.00    3543/3774        my_atoi [106]
                0.00    0.00    3129/3302        FreeTokens [107]
                0.00    0.00    3126/3287        CountTokens [108]
                0.00    0.00    2943/2943        ReadLineTokens [109]
                0.00    0.00    2001/383841      my_malloc [80]
                0.00    0.00    1352/1359        my_strdup [110]
                0.00    0.00     414/414         get_type_by_name [138]
                0.00    0.00       1/2           my_fopen [217]
-----------------------------------------------
                0.02    0.00       1/1           read_netlist [44]
[45]     0.3    0.02    0.00       1         sync_nets_to_blocks [45]
                0.00    0.00    1022/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.02       3/3           compute_delta_io_to_fb [47]
[46]     0.3    0.00    0.02       3         generic_compute_matrix [46]
                0.00    0.02     120/477         assign_blocks_and_route_net [26]
-----------------------------------------------
                0.00    0.02       1/1           compute_delta_arrays [25]
[47]     0.3    0.00    0.02       1         compute_delta_io_to_fb [47]
                0.00    0.02       3/3           generic_compute_matrix [46]
-----------------------------------------------
                0.00    0.02       1/1           compute_delta_arrays [25]
[48]     0.3    0.00    0.02       1         compute_delta_fb_to_io [48]
                0.00    0.02     119/477         assign_blocks_and_route_net [26]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [25]
[49]     0.2    0.00    0.01       1         compute_delta_fb_to_fb [49]
                0.00    0.01     100/477         assign_blocks_and_route_net [26]
-----------------------------------------------
                0.01    0.00    7986/15972       build_rr_xchan [19]
                0.01    0.00    7986/15972       build_rr_ychan [18]
[50]     0.2    0.01    0.00   15972         get_track_to_ipins [50]
                0.00    0.00   78880/1421350     get_rr_node_index [40]
                0.00    0.00   29040/29040       is_cbox [67]
                0.00    0.00   15972/18254940     get_seg_end [23]
                0.00    0.00   78880/218668      insert_in_edge_list [84]
                0.00    0.00   58080/58080       vpr_to_phy_track [87]
-----------------------------------------------
                0.00    0.01       1/2           try_place [3]
                0.00    0.01       1/2           check_place [64]
[51]     0.2    0.00    0.01       2         comp_bb_cost [51]
                0.01    0.00     510/510         get_net_wirelength_estimate [58]
                0.00    0.00     984/12629702     get_non_updateable_bb [11]
                0.00    0.00    1020/15637785     get_net_cost [21]
                0.00    0.00      36/315200      get_bb_from_scratch [32]
-----------------------------------------------
                0.01    0.00  638248/638248      assess_swap [31]
[52]     0.2    0.01    0.00  638248         my_frand [52]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [72]
                0.01    0.00  222082/222559      timing_driven_expand_neighbours [28]
[53]     0.2    0.01    0.00  222559         node_to_heap [53]
                0.00    0.00  220989/220989      alloc_heap_data [82]
                0.00    0.00  220989/220989      add_to_heap [81]
-----------------------------------------------
                0.01    0.00  222082/222082      timing_driven_expand_neighbours [28]
[54]     0.2    0.01    0.00  222082         get_rr_cong_cost [54]
-----------------------------------------------
                0.00    0.00    1120/17092       build_unidir_rr_opins [29]
                0.00    0.00    7986/17092       build_rr_xchan [19]
                0.00    0.00    7986/17092       build_rr_ychan [18]
[55]     0.2    0.01    0.00   17092         alloc_and_load_edges_and_switches [55]
                0.00    0.00   34184/383841      my_malloc [80]
-----------------------------------------------
                0.01    0.00   11821/11821       get_mst_of_net [57]
[56]     0.2    0.01    0.00   11821         min_dist_from_mst [56]
-----------------------------------------------
                0.00    0.01     511/511         try_place [3]
[57]     0.2    0.00    0.01     511         get_mst_of_net [57]
                0.01    0.00   11821/11821       min_dist_from_mst [56]
                0.00    0.00    1022/383841      my_malloc [80]
-----------------------------------------------
                0.01    0.00     510/510         comp_bb_cost [51]
[58]     0.2    0.01    0.00     510         get_net_wirelength_estimate [58]
-----------------------------------------------
                0.01    0.00     477/477         timing_driven_route_net [27]
[59]     0.2    0.01    0.00     477         empty_heap [59]
                0.00    0.00  198524/220989      free_heap_data [83]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [9]
[60]     0.2    0.01    0.00       1         alloc_sblock_pattern_lookup [60]
                0.00    0.00       5/383841      my_malloc [80]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.2    0.01    0.00                 restore_region_occ [61]
-----------------------------------------------
                0.00    0.01     121/121         build_rr_graph [9]
[62]     0.2    0.00    0.01     121         load_sblock_pattern_lookup [62]
                0.00    0.00     440/68548       label_wire_muxes [14]
                0.00    0.00     440/440         label_incoming_wires [66]
                0.00    0.00   21912/21912       get_simple_switch_block_track [89]
                0.00    0.00   13068/13068       find_label_of_track [95]
-----------------------------------------------
                0.00    0.00       1/139         check_place [64]
                0.00    0.01     138/139         try_place [3]
[63]     0.1    0.00    0.01     139         comp_td_costs [63]
                0.01    0.00  159989/25584958     comp_td_point_to_point_delay [15]
-----------------------------------------------
                0.00    0.01       1/1           try_place [3]
[64]     0.1    0.00    0.01       1         check_place [64]
                0.00    0.01       1/2           comp_bb_cost [51]
                0.00    0.00       1/139         comp_td_costs [63]
                0.00    0.00       1/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00   58080/166056      label_incoming_wires [66]
                0.00    0.00  107976/166056      get_track_to_tracks [12]
[65]     0.1    0.00    0.00  166056         is_sbox [65]
                0.00    0.00  166056/18463104     get_seg_start [17]
-----------------------------------------------
                0.00    0.00     440/440         load_sblock_pattern_lookup [62]
[66]     0.1    0.00    0.00     440         label_incoming_wires [66]
                0.00    0.00   58080/166056      is_sbox [65]
                0.00    0.00   58080/18463104     get_seg_start [17]
                0.00    0.00   58080/18254940     get_seg_end [23]
                0.00    0.00     440/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [50]
[67]     0.0    0.00    0.00   29040         is_cbox [67]
                0.00    0.00   29040/18463104     get_seg_start [17]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [69]
[68]     0.0    0.00    0.00       2         load_chan_rr_indices [68]
                0.00    0.00   29040/18463104     get_seg_start [17]
                0.00    0.00     244/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [9]
[69]     0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [69]
                0.00    0.00       2/2           load_chan_rr_indices [68]
                0.00    0.00     307/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[70]     0.0    0.00    0.00       1         starting_t [70]
                0.00    0.00     138/869998      try_swap [4]
                0.00    0.00       1/383841      my_malloc [80]
                0.00    0.00       1/123         get_std_dev [168]
-----------------------------------------------
                0.00    0.00     144/144         alloc_and_load_rr_graph [10]
[71]     0.0    0.00    0.00     144         build_rr_sinks_sources [71]
                0.00    0.00    7980/1421350     get_rr_node_index [40]
                0.00    0.00    5520/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [27]
[72]     0.0    0.00    0.00     477         add_route_tree_to_heap [72]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [33]
                0.00    0.00     477/222559      node_to_heap [53]
-----------------------------------------------
                0.00    0.00       1/478         rr_graph_externals [39]
                0.00    0.00     477/478         assign_blocks_and_route_net [26]
[73]     0.0    0.00    0.00     478         load_net_rr_terminals [73]
                0.00    0.00     956/1421350     get_rr_node_index [40]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [39]
[74]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [74]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [75]
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [77]
                0.00    0.00       1/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [74]
[75]     0.0    0.00    0.00       2         load_rr_indexed_data_T_values [75]
                0.00    0.00     264/1421350     get_rr_node_index [40]
                0.00    0.00       6/171         my_calloc [156]
-----------------------------------------------
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [77]
[76]     0.0    0.00    0.00       1         get_delay_normalization_fac [76]
                0.00    0.00     264/1421350     get_rr_node_index [40]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [74]
[77]     0.0    0.00    0.00       1         load_rr_indexed_data_base_costs [77]
                0.00    0.00       1/1           get_delay_normalization_fac [76]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[78]     0.0    0.00    0.00       1         initial_placement [78]
                0.00    0.00     138/3022684     my_irand [35]
                0.00    0.00       5/383841      my_malloc [80]
                0.00    0.00       2/171         my_calloc [156]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [39]
[79]     0.0    0.00    0.00       1         alloc_and_load_rr_clb_source [79]
                0.00    0.00       6/1421350     get_rr_node_index [40]
                0.00    0.00       3/383841      my_malloc [80]
                0.00    0.00       2/4           get_class_range_for_block [190]
-----------------------------------------------
                0.00    0.00       1/383841      check_netlist [275]
                0.00    0.00       1/383841      alloc_and_load_rr_node_route_structs [256]
                0.00    0.00       1/383841      alloc_trace_data [101]
                0.00    0.00       1/383841      alloc_route_tree_timing_structs [271]
                0.00    0.00       1/383841      alloc_and_load_perturb_ipins [253]
                0.00    0.00       1/383841      alloc_and_load_rr_graph [10]
                0.00    0.00       1/383841      alloc_net_rr_terminals [268]
                0.00    0.00       1/383841      alloc_and_load_rr_indexed_data [74]
                0.00    0.00       1/383841      alloc_net_delay [267]
                0.00    0.00       1/383841      alloc_net_slack [269]
                0.00    0.00       1/383841      alloc_and_load_timing_graph_levels [259]
                0.00    0.00       1/383841      ReadOptions [234]
                0.00    0.00       1/383841      SetupSwitches [241]
                0.00    0.00       1/383841      ProcessTypes [232]
                0.00    0.00       1/383841      ProcessSwitches [231]
                0.00    0.00       1/383841      starting_t [70]
                0.00    0.00       1/383841      alloc_and_load_unique_pin_list [262]
                0.00    0.00       1/383841      check_place [64]
                0.00    0.00       1/383841      alloc_crit [264]
                0.00    0.00       2/383841      alloc_and_load_actual_fc [209]
                0.00    0.00       2/383841      get_seg_track_counts [310]
                0.00    0.00       2/383841      alloc_and_load_fanout_counts [251]
                0.00    0.00       2/383841      InitArch [223]
                0.00    0.00       2/383841      ProcessSubblocks [200]
                0.00    0.00       2/383841      try_place [3]
                0.00    0.00       3/383841      alloc_route_structs [270]
                0.00    0.00       3/383841      alloc_linked_f_pointer [94]
                0.00    0.00       3/383841      alloc_timing_driven_route_structs [272]
                0.00    0.00       3/383841      alloc_and_load_rr_clb_source [79]
                0.00    0.00       3/383841      alloc_and_load_tnodes_and_net_mapping [261]
                0.00    0.00       3/383841      ProcessSegments [230]
                0.00    0.00       4/383841      build_rr_graph [9]
                0.00    0.00       4/383841      try_swap [4]
                0.00    0.00       4/383841      alloc_net [266]
                0.00    0.00       5/383841      alloc_and_load_clb_opins_used_locally [250]
                0.00    0.00       5/383841      alloc_sblock_pattern_lookup [60]
                0.00    0.00       5/383841      initial_placement [78]
                0.00    0.00       5/383841      alloc_block [263]
                0.00    0.00       6/383841      my_chunk_malloc [96]
                0.00    0.00       6/383841      insert_in_vptr_list [184]
                0.00    0.00       6/383841      alloc_and_load_pin_to_track_map [194]
                0.00    0.00       6/383841      SetupPinClasses [204]
                0.00    0.00       8/383841      alloc_heap_data [82]
                0.00    0.00      14/383841      alloc_linked_rt_edge [104]
                0.00    0.00      15/383841      alloc_rt_node [100]
                0.00    0.00      17/383841      ProcessIO [228]
                0.00    0.00      22/383841      SetupPinLocations [205]
                0.00    0.00      24/383841      alloc_and_load_for_fast_cost_update [252]
                0.00    0.00      43/383841      SetupClassInf [202]
                0.00    0.00      56/383841      alloc_ivector_and_copy_int_list [174]
                0.00    0.00     138/383841      build_fb_tnodes [158]
                0.00    0.00     138/383841      build_subblock_tnodes [159]
                0.00    0.00     144/383841      load_simplified_device [314]
                0.00    0.00     189/383841      load_subblock_info_to_type [315]
                0.00    0.00     244/383841      load_chan_rr_indices [68]
                0.00    0.00     254/383841      alloc_matrix4 [211]
                0.00    0.00     265/383841      alloc_and_load_seg_details [257]
                0.00    0.00     307/383841      alloc_and_load_rr_node_indices [69]
                0.00    0.00     346/383841      GetNodeTokens [155]
                0.00    0.00     440/383841      label_incoming_wires [66]
                0.00    0.00     548/383841      alloc_matrix3 [185]
                0.00    0.00     766/383841      alloc_and_load_grid [183]
                0.00    0.00     867/383841      insert_in_int_list [97]
                0.00    0.00     932/383841      alloc_and_load_track_to_pin_lookup [195]
                0.00    0.00    1022/383841      get_mst_of_net [57]
                0.00    0.00    1022/383841      sync_nets_to_blocks [45]
                0.00    0.00    1298/383841      insert_in_hash_table [114]
                0.00    0.00    1359/383841      my_strdup [110]
                0.00    0.00    2001/383841      read_netlist [44]
                0.00    0.00    2052/383841      alloc_and_load_placement_structs [255]
                0.00    0.00    2438/383841      alloc_and_load_pin_mappings [254]
                0.00    0.00    3079/383841      alloc_matrix [135]
                0.00    0.00    5520/383841      build_rr_sinks_sources [71]
                0.00    0.00    5880/383841      ReadLineTokens [109]
                0.00    0.00   30888/383841      label_wire_muxes_for_balance [20]
                0.00    0.00   34184/383841      alloc_and_load_edges_and_switches [55]
                0.00    0.00   68548/383841      label_wire_muxes [14]
                0.00    0.00  218668/383841      insert_in_edge_list [84]
[80]     0.0    0.00    0.00  383841         my_malloc [80]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [53]
[81]     0.0    0.00    0.00  220989         add_to_heap [81]
                0.00    0.00       4/5           my_realloc [187]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [53]
[82]     0.0    0.00    0.00  220989         alloc_heap_data [82]
                0.00    0.00       8/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00   22465/220989      timing_driven_route_net [27]
                0.00    0.00  198524/220989      empty_heap [59]
[83]     0.0    0.00    0.00  220989         free_heap_data [83]
-----------------------------------------------
                0.00    0.00   65868/218668      get_unidir_track_to_chan_seg [13]
                0.00    0.00   73920/218668      get_unidir_opin_connections [30]
                0.00    0.00   78880/218668      get_track_to_ipins [50]
[84]     0.0    0.00    0.00  218668         insert_in_edge_list [84]
                0.00    0.00  218668/383841      my_malloc [80]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [43]
[85]     0.0    0.00    0.00   78880         seg_index_of_cblock [85]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [43]
[86]     0.0    0.00    0.00   65868         seg_index_of_sblock [86]
-----------------------------------------------
                0.00    0.00   58080/58080       get_track_to_ipins [50]
[87]     0.0    0.00    0.00   58080         vpr_to_phy_track [87]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [27]
[88]     0.0    0.00    0.00   22465         get_heap_head [88]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [62]
[89]     0.0    0.00    0.00   21912         get_simple_switch_block_track [89]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [276]
[90]     0.0    0.00    0.00   20292         check_node [90]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [276]
[91]     0.0    0.00    0.00   20292         check_pass_transistors [91]
-----------------------------------------------
                0.00    0.00    1470/19634       FreeNode [142]
                0.00    0.00    8807/19634       GetNodeTokens [155]
                0.00    0.00    9357/19634       CountTokensInString [140]
[92]     0.0    0.00    0.00   19634         IsWhitespace [92]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [27]
[93]     0.0    0.00    0.00   19536         add_to_mod_list [93]
                0.00    0.00   19536/19536       alloc_linked_f_pointer [94]
-----------------------------------------------
                0.00    0.00   19536/19536       add_to_mod_list [93]
[94]     0.0    0.00    0.00   19536         alloc_linked_f_pointer [94]
                0.00    0.00       3/383841      my_malloc [80]
-----------------------------------------------
