Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.56     0.00      649     0.00     0.00  insert_in_hash_table
  0.00      2.56     0.00      551     0.00     0.00  ezxml_decode
  0.00      2.56     0.00      511     0.00     0.00  get_mst_of_net
  0.00      2.56     0.00      478     0.00     0.00  load_net_rr_terminals
  0.00      2.56     0.00      477     0.00     0.00  add_route_tree_to_heap
  0.00      2.56     0.00      477     0.00     0.00  empty_heap
  0.00      2.56     0.00      477     0.00     0.00  free_route_tree
  0.00      2.56     0.00      477     0.00     0.00  free_traceback
  0.00      2.56     0.00      477     0.00     0.00  heapsort
  0.00      2.56     0.00      477     0.00     0.00  init_route_tree_to_source
  0.00      2.56     0.00      477     0.00     0.00  load_rt_subtree_Tdel
  0.00      2.56     0.00      477     0.00     0.00  mark_ends
  0.00      2.56     0.00      477     0.00     0.00  reset_path_costs
  0.00      2.56     0.00      477     0.00     0.00  timing_driven_route_net
  0.00      2.56     0.00      477     0.00     0.00  update_net_delays_from_route_tree
  0.00      2.56     0.00      477     0.00     0.00  update_route_tree
  0.00      2.56     0.00      477     0.00     0.00  update_traceback
  0.00      2.56     0.00      437     0.00     0.00  alloc_matrix
  0.00      2.56     0.00      431     0.00     0.00  ezxml_char_content
  0.00      2.56     0.00      430     0.00     0.00  free_matrix
  0.00      2.56     0.00      359     0.00     0.00  postscript
  0.00      2.56     0.00      276     0.00     0.00  load_one_fb_fanout_count
  0.00      2.56     0.00      222     0.00     0.00  FreeNode
  0.00      2.56     0.00      222     0.00     0.00  ezxml_cut
  0.00      2.56     0.00      222     0.00     0.00  ezxml_free
  0.00      2.56     0.00      222     0.00     0.00  ezxml_free_attr
  0.00      2.56     0.00      221     0.00     0.00  ezxml_insert
  0.00      2.56     0.00      183     0.00     0.00  ezxml_attr
  0.00      2.56     0.00      180     0.00     0.00  ezxml_set_txt
  0.00      2.56     0.00      173     0.00     0.00  GetNodeTokens
  0.00      2.56     0.00      171     0.00     0.00  my_calloc
  0.00      2.56     0.00      139     0.00     0.00  comp_td_costs
  0.00      2.56     0.00      139     0.00     0.00  get_next_hash
  0.00      2.56     0.00      125     0.00     0.00  ezxml_set_attr
  0.00      2.56     0.00      124     0.00     0.00  load_timing_graph_net_delays
  0.00      2.56     0.00      123     0.00     0.00  load_criticalities
  0.00      2.56     0.00      123     0.00     0.00  update_screen
  0.00      2.56     0.00      121     0.00     0.00  load_sblock_pattern_lookup
  0.00      2.56     0.00       57     0.00     0.00  alloc_ivector_and_copy_int_list
  0.00      2.56     0.00       43     0.00     0.00  ezxml_child
  0.00      2.56     0.00       36     0.00     0.00  comp_width
  0.00      2.56     0.00        6     0.00     0.00  ParseFc
  0.00      2.56     0.00        6     0.00     0.00  alloc_and_load_grid
  0.00      2.56     0.00        5     0.00     0.00  alloc_matrix3
  0.00      2.56     0.00        5     0.00     0.00  my_realloc
  0.00      2.56     0.00        4     0.00     0.00  free_chunk_memory
  0.00      2.56     0.00        4     0.00     0.00  free_matrix3
  0.00      2.56     0.00        4     0.00     0.00  get_class_range_for_block
  0.00      2.56     0.00        3     0.00     0.00  ProcessOption
  0.00      2.56     0.00        3     0.00     0.00  alloc_and_load_pin_to_track_map
  0.00      2.56     0.00        3     0.00     0.00  free_ivec_vector
  0.00      2.56     0.00        3     0.00     0.00  free_matrix4
  0.00      2.56     0.00        2     0.00     0.00  ProcessCB_SB
  0.00      2.56     0.00        2     0.00     0.00  ProcessChanWidthDistrDir
  0.00      2.56     0.00        2     0.00     0.00  alloc_hash_table
  0.00      2.56     0.00        2     0.00     0.00  alloc_matrix4
  0.00      2.56     0.00        2     0.00     0.00  comp_bb_cost
  0.00      2.56     0.00        2     0.00     0.00  free_hash_table
  0.00      2.56     0.00        2     0.00     0.00  init_chan
  0.00      2.56     0.00        2     0.00     0.00  load_chan_rr_indices
  0.00      2.56     0.00        2     0.00     0.00  load_rr_indexed_data_T_values
  0.00      2.56     0.00        2     0.00     0.00  my_fopen
  0.00      2.56     0.00        1     0.00     0.00  ProcessTypes
  0.00      2.56     0.00        1     0.00     0.00  XmlReadArch
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_rr_indexed_data
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_rr_node_indices
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_rr_node_route_structs
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_seg_details
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_timing_graph
  0.00      2.56     0.00        1     0.00     0.00  alloc_and_load_timing_graph_levels
  0.00      2.56     0.00        1     0.00     0.19  alloc_lookups_and_criticalities
  0.00      2.56     0.00        1     0.00     0.00  alloc_net_delay
  0.00      2.56     0.00        1     0.00     0.00  alloc_route_structs
  0.00      2.56     0.00        1     0.00     0.00  alloc_route_tree_timing_structs
  0.00      2.56     0.00        1     0.00     0.00  alloc_sblock_pattern_lookup
  0.00      2.56     0.00        1     0.00     0.00  alloc_timing_driven_route_structs
  0.00      2.56     0.00        1     0.00     0.15  build_rr_graph
  0.00      2.56     0.00        1     0.00     0.00  check_netlist
  0.00      2.56     0.00        1     0.00     0.00  check_rr_graph
  0.00      2.56     0.00        1     0.00     0.00  check_timing_graph
  0.00      2.56     0.00        1     0.00     0.19  compute_delay_lookup_tables
  0.00      2.56     0.00        1     0.00     0.00  ezxml_new
  0.00      2.56     0.00        1     0.00     0.00  ezxml_parse_file
  0.00      2.56     0.00        1     0.00     0.00  ezxml_parse_str
  0.00      2.56     0.00        1     0.00     0.00  ezxml_str2utf8
  0.00      2.56     0.00        1     0.00     0.00  free_int_list
  0.00      2.56     0.00        1     0.00     0.00  free_lookups_and_criticalities
  0.00      2.56     0.00        1     0.00     0.00  free_net_delay
  0.00      2.56     0.00        1     0.00     0.00  free_route_structs
  0.00      2.56     0.00        1     0.00     0.00  free_route_tree_timing_structs
  0.00      2.56     0.00        1     0.00     0.00  free_rr_node_route_structs
  0.00      2.56     0.00        1     0.00     0.00  free_sblock_pattern_lookup
  0.00      2.56     0.00        1     0.00     0.00  free_seg_details
  0.00      2.56     0.00        1     0.00     0.00  free_timing_driven_route_structs
  0.00      2.56     0.00        1     0.00     0.00  free_timing_graph
  0.00      2.56     0.00        1     0.00     0.00  free_trace_structs
  0.00      2.56     0.00        1     0.00     0.00  init_draw_coords
  0.00      2.56     0.00        1     0.00     0.00  init_route_structs
  0.00      2.56     0.00        1     0.00     0.00  load_route_bb
  0.00      2.56     0.00        1     0.00     0.00  post_place_sync
  0.00      2.56     0.00        1     0.00     0.00  print_place
  0.00      2.56     0.00        1     0.00     0.00  read_netlist
  0.00      2.56     0.00        1     0.00     0.00  start_hash_table_iterator
  0.00      2.56     0.00        1     0.00     0.00  sync_nets_to_blocks

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.39% of 2.56 seconds

index % time    self  children    called     name
                0.01    2.55       1/1           place_and_route [2]
[1]     99.8    0.01    2.55       1         try_place [1]
                1.65    0.66  869998/869998      try_swap [3]
                0.00    0.19       1/1           alloc_lookups_and_criticalities [5]
                0.04    0.00     124/124         load_net_slack [13]
                0.00    0.00     139/139         comp_td_costs [26]
                0.00    0.00       2/2           comp_bb_cost [31]
                0.00    0.00     138/3022684     my_irand [22]
                0.00    0.00    2086/377666      my_malloc [34]
                0.00    0.00     511/511         get_mst_of_net [59]
                0.00    0.00     124/124         load_timing_graph_net_delays [86]
                0.00    0.00     123/123         update_screen [88]
                0.00    0.00     123/123         load_criticalities [87]
                0.00    0.00       5/171         my_calloc [83]
                0.00    0.00       1/2           init_chan [108]
                0.00    0.00       1/437         alloc_matrix [71]
                0.00    0.00       1/1           init_draw_coords [141]
                0.00    0.00       1/430         free_matrix [73]
                0.00    0.00       1/1           free_net_delay [132]
                0.00    0.00       1/1           free_lookups_and_criticalities [131]
-----------------------------------------------
                                                 <spontaneous>
[2]     99.8    0.00    2.56                 place_and_route [2]
                0.01    2.55       1/1           try_place [1]
                0.00    0.00       1/1           print_place [145]
                0.00    0.00       1/1           post_place_sync [144]
-----------------------------------------------
                1.65    0.66  869998/869998      try_place [1]
[3]     90.3    1.65    0.66  869998         try_swap [3]
                0.49    0.00 25424969/25584958     comp_td_point_to_point_delay [4]
                0.11    0.00 3008047/3008047     update_bb [10]
                0.06    0.00  315164/315200      get_bb_from_scratch [12]
                0.00    0.00 3022546/3022684     my_irand [22]
                0.00    0.00  638248/638248      my_frand [33]
                0.00    0.00       4/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00  159989/25584958     comp_td_costs [26]
                0.49    0.00 25424969/25584958     try_swap [3]
[4]     19.1    0.49    0.00 25584958         comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.19       1/1           try_place [1]
[5]      7.4    0.00    0.19       1         alloc_lookups_and_criticalities [5]
                0.00    0.19       1/1           compute_delay_lookup_tables [6]
                0.00    0.00     511/6904        my_chunk_malloc [48]
                0.00    0.00       1/1           alloc_and_load_timing_graph [116]
                0.00    0.00       1/1           alloc_net_delay [118]
                0.00    0.00       1/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.19       1/1           alloc_lookups_and_criticalities [5]
[6]      7.4    0.00    0.19       1         compute_delay_lookup_tables [6]
                0.00    0.15       1/1           build_rr_graph [7]
                0.01    0.01       2/2           free_rr_graph [16]
                0.00    0.02     359/359         postscript [17]
                0.00    0.00     119/477         timing_driven_route_net [15]
                0.00    0.00     119/478         load_net_rr_terminals [29]
                0.00    0.00     153/377666      my_malloc [34]
                0.00    0.00       7/437         alloc_matrix [71]
                0.00    0.00       3/430         free_matrix [73]
                0.00    0.00       1/2           init_chan [108]
                0.00    0.00       1/1           alloc_route_structs [119]
                0.00    0.00       1/1           alloc_and_load_rr_node_route_structs [114]
                0.00    0.00       1/1           alloc_route_tree_timing_structs [120]
                0.00    0.00       1/1           alloc_timing_driven_route_structs [122]
                0.00    0.00       1/1           init_route_structs [142]
                0.00    0.00       1/1           free_rr_node_route_structs [135]
                0.00    0.00       1/1           free_trace_structs [140]
                0.00    0.00       1/1           free_route_structs [133]
                0.00    0.00       1/1           free_route_tree_timing_structs [134]
                0.00    0.00       1/1           free_timing_driven_route_structs [138]
-----------------------------------------------
                0.00    0.15       1/1           compute_delay_lookup_tables [6]
[7]      5.9    0.00    0.15       1         build_rr_graph [7]
                0.00    0.13   55176/55176       get_track_to_tracks [9]
                0.01    0.00       1/1           add_rr_graph_C_from_switches [20]
                0.00    0.00    1120/1120        get_unidir_opin_connections [25]
                0.00    0.00     121/121         load_sblock_pattern_lookup [27]
                0.00    0.00   25078/1342470     get_rr_node_index [14]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [30]
                0.00    0.00       1/478         load_net_rr_terminals [29]
                0.00    0.00   29040/29040       get_seg_start [40]
                0.00    0.00   29040/29040       get_seg_end [39]
                0.00    0.00   17092/17092       alloc_and_load_edges_and_switches [46]
                0.00    0.00   15972/15972       get_track_to_ipins [47]
                0.00    0.00    6464/377666      my_malloc [34]
                0.00    0.00       3/3           alloc_and_load_pin_to_track_map [100]
                0.00    0.00       3/3           free_matrix4 [102]
                0.00    0.00       2/5           alloc_matrix3 [94]
                0.00    0.00       2/4           get_class_range_for_block [98]
                0.00    0.00       2/430         free_matrix [73]
                0.00    0.00       2/4           free_matrix3 [97]
                0.00    0.00       2/437         alloc_matrix [71]
                0.00    0.00       1/1           alloc_and_load_seg_details [115]
                0.00    0.00       1/1           alloc_and_load_rr_node_indices [113]
                0.00    0.00       1/6904        my_chunk_malloc [48]
                0.00    0.00       1/1           check_rr_graph [124]
                0.00    0.00       1/1           free_seg_details [137]
                0.00    0.00       1/1           free_sblock_pattern_lookup [136]
                0.00    0.00       1/1           alloc_sblock_pattern_lookup [121]
-----------------------------------------------
                0.01    0.12   65868/65868       get_track_to_tracks [9]
[8]      5.2    0.01    0.12   65868         get_unidir_track_to_chan_seg [8]
                0.10    0.00   65868/68548       label_wire_muxes [11]
                0.03    0.00 1241988/1342470     get_rr_node_index [14]
                0.00    0.00   65868/218668      insert_in_edge_list [36]
                0.00    0.00   30888/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.13   55176/55176       build_rr_graph [7]
[9]      5.2    0.00    0.13   55176         get_track_to_tracks [9]
                0.01    0.12   65868/65868       get_unidir_track_to_chan_seg [8]
-----------------------------------------------
                0.11    0.00 3008047/3008047     try_swap [3]
[10]     4.3    0.11    0.00 3008047         update_bb [10]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [27]
                0.00    0.00    2240/68548       get_unidir_opin_connections [25]
                0.10    0.00   65868/68548       get_unidir_track_to_chan_seg [8]
[11]     3.9    0.10    0.00   68548         label_wire_muxes [11]
                0.00    0.00   68548/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [31]
                0.06    0.00  315164/315200      try_swap [3]
[12]     2.3    0.06    0.00  315200         get_bb_from_scratch [12]
-----------------------------------------------
                0.04    0.00     124/124         try_place [1]
[13]     1.6    0.04    0.00     124         load_net_slack [13]
-----------------------------------------------
                0.00    0.00     264/1342470     load_rr_indexed_data_T_values [32]
                0.00    0.00     264/1342470     alloc_and_load_rr_indexed_data [30]
                0.00    0.00     956/1342470     load_net_rr_terminals [29]
                0.00    0.00   25078/1342470     build_rr_graph [7]
                0.00    0.00   73920/1342470     get_unidir_opin_connections [25]
                0.03    0.00 1241988/1342470     get_unidir_track_to_chan_seg [8]
[14]     1.2    0.03    0.00 1342470         get_rr_node_index [14]
-----------------------------------------------
                0.00    0.00     119/477         compute_delay_lookup_tables [6]
                0.00    0.02     358/477         postscript [17]
[15]     0.8    0.00    0.02     477         timing_driven_route_net [15]
                0.01    0.00  222082/222559      get_timing_driven_expected_cost [18]
                0.01    0.00  222082/222559      node_to_heap [19]
                0.00    0.00     477/477         add_route_tree_to_heap [28]
                0.00    0.00  222082/222082      get_rr_cong_cost [35]
                0.00    0.00   22465/22465       get_heap_head [42]
                0.00    0.00   22465/22465       free_heap_data [41]
                0.00    0.00   19536/19536       add_to_mod_list [45]
                0.00    0.00     954/954         pathfinder_update_one_cost [56]
                0.00    0.00     477/477         free_traceback [62]
                0.00    0.00     477/477         heapsort [63]
                0.00    0.00     477/477         init_route_tree_to_source [64]
                0.00    0.00     477/477         mark_ends [66]
                0.00    0.00     477/477         update_traceback [70]
                0.00    0.00     477/477         update_route_tree [69]
                0.00    0.00     477/477         empty_heap [60]
                0.00    0.00     477/477         reset_path_costs [67]
                0.00    0.00     477/477         free_route_tree [61]
                0.00    0.00     477/477         update_net_delays_from_route_tree [68]
-----------------------------------------------
                0.01    0.01       2/2           compute_delay_lookup_tables [6]
[16]     0.8    0.01    0.01       2         free_rr_graph [16]
                0.01    0.00       1/1           free_rr_node_indices [21]
                0.00    0.00       1/4           free_chunk_memory [96]
-----------------------------------------------
                                 358             postscript [17]
                0.00    0.02     359/359         compute_delay_lookup_tables [6]
[17]     0.6    0.00    0.02     359+358     postscript [17]
                0.00    0.02     358/477         timing_driven_route_net [15]
                0.00    0.00     358/478         load_net_rr_terminals [29]
                                 358             postscript [17]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [28]
                0.01    0.00  222082/222559      timing_driven_route_net [15]
[18]     0.4    0.01    0.00  222559         get_timing_driven_expected_cost [18]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [28]
                0.01    0.00  222082/222559      timing_driven_route_net [15]
[19]     0.4    0.01    0.00  222559         node_to_heap [19]
                0.00    0.00       8/377666      my_malloc [34]
                0.00    0.00       4/5           my_realloc [95]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [7]
[20]     0.4    0.01    0.00       1         add_rr_graph_C_from_switches [20]
                0.00    0.00   78880/78880       seg_index_of_cblock [37]
                0.00    0.00   65868/65868       seg_index_of_sblock [38]
                0.00    0.00       3/171         my_calloc [83]
-----------------------------------------------
                0.01    0.00       1/1           free_rr_graph [16]
[21]     0.4    0.01    0.00       1         free_rr_node_indices [21]
-----------------------------------------------
                0.00    0.00     138/3022684     try_place [1]
                0.00    0.00 3022546/3022684     try_swap [3]
[22]     0.2    0.01    0.00 3022684         my_irand [22]
-----------------------------------------------
                0.01    0.00       1/1           SetupVPR [24]
[23]     0.2    0.01    0.00       1         my_srandom [23]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.2    0.00    0.01                 SetupVPR [24]
                0.01    0.00       1/1           my_srandom [23]
                0.00    0.00     192/377666      my_malloc [34]
                0.00    0.00       6/6           alloc_and_load_grid [93]
                0.00    0.00       5/430         free_matrix [73]
                0.00    0.00       2/171         my_calloc [83]
                0.00    0.00       1/222         ezxml_free [77]
                0.00    0.00       1/222         FreeNode [75]
                0.00    0.00       1/1           XmlReadArch [112]
                0.00    0.00       1/1           read_netlist [146]
                0.00    0.00       1/1           check_netlist [123]
-----------------------------------------------
                0.00    0.00    1120/1120        build_rr_graph [7]
[25]     0.2    0.00    0.00    1120         get_unidir_opin_connections [25]
                0.00    0.00    2240/68548       label_wire_muxes [11]
                0.00    0.00   73920/1342470     get_rr_node_index [14]
                0.00    0.00   73920/218668      insert_in_edge_list [36]
-----------------------------------------------
                0.00    0.00     139/139         try_place [1]
[26]     0.1    0.00    0.00     139         comp_td_costs [26]
                0.00    0.00  159989/25584958     comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.00     121/121         build_rr_graph [7]
[27]     0.0    0.00    0.00     121         load_sblock_pattern_lookup [27]
                0.00    0.00     440/68548       label_wire_muxes [11]
                0.00    0.00   21912/21912       get_simple_switch_block_track [43]
                0.00    0.00     440/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [15]
[28]     0.0    0.00    0.00     477         add_route_tree_to_heap [28]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [18]
                0.00    0.00     477/222559      node_to_heap [19]
-----------------------------------------------
                0.00    0.00       1/478         build_rr_graph [7]
                0.00    0.00     119/478         compute_delay_lookup_tables [6]
                0.00    0.00     358/478         postscript [17]
[29]     0.0    0.00    0.00     478         load_net_rr_terminals [29]
                0.00    0.00     956/1342470     get_rr_node_index [14]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[30]     0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [30]
                0.00    0.00     264/1342470     get_rr_node_index [14]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [32]
                0.00    0.00       1/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00       2/2           try_place [1]
[31]     0.0    0.00    0.00       2         comp_bb_cost [31]
                0.00    0.00      36/315200      get_bb_from_scratch [12]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_indexed_data [30]
[32]     0.0    0.00    0.00       2         load_rr_indexed_data_T_values [32]
                0.00    0.00     264/1342470     get_rr_node_index [14]
                0.00    0.00       6/171         my_calloc [83]
-----------------------------------------------
                0.00    0.00  638248/638248      try_swap [3]
[33]     0.0    0.00    0.00  638248         my_frand [33]
-----------------------------------------------
                0.00    0.00       1/377666      check_netlist [123]
                0.00    0.00       1/377666      update_traceback [70]
                0.00    0.00       1/377666      alloc_and_load_rr_node_route_structs [114]
                0.00    0.00       1/377666      alloc_route_tree_timing_structs [120]
                0.00    0.00       1/377666      init_route_tree_to_source [64]
                0.00    0.00       1/377666      alloc_and_load_rr_indexed_data [30]
                0.00    0.00       1/377666      alloc_net_delay [118]
                0.00    0.00       1/377666      alloc_and_load_timing_graph_levels [117]
                0.00    0.00       1/377666      ReadOptions [155]
                0.00    0.00       1/377666      alloc_lookups_and_criticalities [5]
                0.00    0.00       3/377666      add_to_mod_list [45]
                0.00    0.00       3/377666      alloc_timing_driven_route_structs [122]
                0.00    0.00       4/377666      XmlReadArch [112]
                0.00    0.00       4/377666      try_swap [3]
                0.00    0.00       5/377666      alloc_sblock_pattern_lookup [121]
                0.00    0.00       6/377666      alloc_and_load_pin_to_track_map [100]
                0.00    0.00       8/377666      node_to_heap [19]
                0.00    0.00       8/377666      alloc_route_structs [119]
                0.00    0.00      28/377666      update_route_tree [69]
                0.00    0.00      91/377666      ProcessTypes [111]
                0.00    0.00     153/377666      compute_delay_lookup_tables [6]
                0.00    0.00     192/377666      SetupVPR [24]
                0.00    0.00     244/377666      load_chan_rr_indices [109]
                0.00    0.00     267/377666      alloc_and_load_seg_details [115]
                0.00    0.00     307/377666      alloc_and_load_rr_node_indices [113]
                0.00    0.00     346/377666      GetNodeTokens [82]
                0.00    0.00     440/377666      load_sblock_pattern_lookup [27]
                0.00    0.00     766/377666      alloc_and_load_grid [93]
                0.00    0.00    1022/377666      get_mst_of_net [59]
                0.00    0.00    1022/377666      sync_nets_to_blocks [148]
                0.00    0.00    1298/377666      insert_in_hash_table [57]
                0.00    0.00    2001/377666      read_netlist [146]
                0.00    0.00    2086/377666      try_place [1]
                0.00    0.00    2720/377666      alloc_and_load_timing_graph [116]
                0.00    0.00    5880/377666      ReadLineTokens [54]
                0.00    0.00    6464/377666      build_rr_graph [7]
                0.00    0.00   30888/377666      get_unidir_track_to_chan_seg [8]
                0.00    0.00   34184/377666      alloc_and_load_edges_and_switches [46]
                0.00    0.00   68548/377666      label_wire_muxes [11]
                0.00    0.00  218668/377666      insert_in_edge_list [36]
[34]     0.0    0.00    0.00  377666         my_malloc [34]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_route_net [15]
[35]     0.0    0.00    0.00  222082         get_rr_cong_cost [35]
-----------------------------------------------
                0.00    0.00   65868/218668      get_unidir_track_to_chan_seg [8]
                0.00    0.00   73920/218668      get_unidir_opin_connections [25]
                0.00    0.00   78880/218668      get_track_to_ipins [47]
[36]     0.0    0.00    0.00  218668         insert_in_edge_list [36]
                0.00    0.00  218668/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [20]
[37]     0.0    0.00    0.00   78880         seg_index_of_cblock [37]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [20]
[38]     0.0    0.00    0.00   65868         seg_index_of_sblock [38]
-----------------------------------------------
                0.00    0.00   29040/29040       build_rr_graph [7]
[39]     0.0    0.00    0.00   29040         get_seg_end [39]
-----------------------------------------------
                0.00    0.00   29040/29040       build_rr_graph [7]
[40]     0.0    0.00    0.00   29040         get_seg_start [40]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [15]
[41]     0.0    0.00    0.00   22465         free_heap_data [41]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [15]
[42]     0.0    0.00    0.00   22465         get_heap_head [42]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [27]
[43]     0.0    0.00    0.00   21912         get_simple_switch_block_track [43]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [124]
[44]     0.0    0.00    0.00   20292         check_node [44]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [15]
[45]     0.0    0.00    0.00   19536         add_to_mod_list [45]
                0.00    0.00       3/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00   17092/17092       build_rr_graph [7]
[46]     0.0    0.00    0.00   17092         alloc_and_load_edges_and_switches [46]
                0.00    0.00   34184/377666      my_malloc [34]
-----------------------------------------------
                0.00    0.00   15972/15972       build_rr_graph [7]
[47]     0.0    0.00    0.00   15972         get_track_to_ipins [47]
                0.00    0.00   78880/218668      insert_in_edge_list [36]
-----------------------------------------------
                0.00    0.00       1/6904        build_rr_graph [7]
                0.00    0.00     511/6904        alloc_net_delay [118]
                0.00    0.00     511/6904        alloc_lookups_and_criticalities [5]
                0.00    0.00    5881/6904        alloc_and_load_timing_graph [116]
[48]     0.0    0.00    0.00    6904         my_chunk_malloc [48]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [117]
[49]     0.0    0.00    0.00    5604         insert_in_int_list [49]
-----------------------------------------------
                0.00    0.00    1724/4966        alloc_and_load_timing_graph [116]
                0.00    0.00    3242/4966        check_netlist [123]
[50]     0.0    0.00    0.00    4966         is_opin [50]
-----------------------------------------------
                0.00    0.00       2/3774        XmlReadArch [112]
